source,target,weights,community
solitarnesque,A34SafetyAction,0.012987012987012988,community_5
solitarnesque,EricJ2016,0.012987012987012988,community_5
solitarnesque,BrumLeader,0.012987012987012988,community_5
solitarnesque,CllrMajid,0.012987012987012988,community_5
solitarnesque,DaveThompsonCC,0.012987012987012988,community_5
solitarnesque,LittleNinjaUK,0.012987012987012988,community_5
solitarnesque,andreajenkyns,0.006493506493506494,community_5
solitarnesque,ZhorMalik1,0.006493506493506494,community_5
solitarnesque,WilkesSouth,0.006493506493506494,community_5
solitarnesque,WestMidsPCC,0.006493506493506494,community_5
solitarnesque,MrHarryCole,0.006493506493506494,community_5
solitarnesque,RobertJenrick,0.006493506493506494,community_5
solitarnesque,SimonFoster4PCC,0.006493506493506494,community_5
solitarnesque,WMLabour,0.006493506493506494,community_5
solitarnesque,brigidjones,0.006493506493506494,community_5
solitarnesque,javed2275,0.006493506493506494,community_5
solitarnesque,khaldalblahdi,0.006493506493506494,community_5
solitarnesque,mikejwood,0.006493506493506494,community_5
solitarnesque,pritipatel,0.006493506493506494,community_5
solitarnesque,stevedouble,0.006493506493506494,community_5
solitarnesque,JaneRockHouse,0.006493506493506494,community_5
solitarnesque,Jonperrybarr,0.006493506493506494,community_5
solitarnesque,Keir_Starmer,0.006493506493506494,community_5
solitarnesque,MattHancock,0.006493506493506494,community_5
solitarnesque,MrAlii786,0.006493506493506494,community_5
solitarnesque,LozellsNews,0.006493506493506494,community_5
solitarnesque,Aapkawaaz,0.006493506493506494,community_5
solitarnesque,AKAsusangreen,0.006493506493506494,community_5
solitarnesque,AngelaRayner,0.006493506493506494,community_5
solitarnesque,DrJV75,0.006493506493506494,community_5
solitarnesque,GwynneMP,0.006493506493506494,community_5
solitarnesque,ITVCentral,0.006493506493506494,community_5
solitarnesque,JSinghSohal,0.006493506493506494,community_5
solitarnesque,BarbaraDring,0.006493506493506494,community_5
solitarnesque,brixton_l,0.0,community_5
solitarnesque,SustransWMids,0.0,community_5
solitarnesque,Thevoic02167012,0.0,community_5
solitarnesque,TomDare7,0.0,community_5
solitarnesque,TwixM6,0.0,community_5
solitarnesque,Zah33rAkbar,0.0,community_5
solitarnesque,beatfreeks,0.0,community_5
solitarnesque,joe4greentravel,0.0,community_5
solitarnesque,khalid4PB,0.0,community_5
solitarnesque,th_puru,0.0,community_5
solitarnesque,waheedsaleem,0.0,community_5
solitarnesque,Seaofchangefilm,0.0,community_5
solitarnesque,RMRsToo,0.0,community_5
solitarnesque,PaigeLDN__,0.0,community_5
solitarnesque,Olly4Northfield,0.0,community_5
solitarnesque,NeilJohnston29,0.0,community_5
solitarnesque,Ms_SThompson,0.0,community_5
solitarnesque,MorriamJan,0.0,community_5
solitarnesque,LozellsUpdates,0.0,community_5
solitarnesque,LTDAForum,0.0,community_5
solitarnesque,KingsHeathLTN,0.0,community_5
solitarnesque,DarrylMagher,0.0,community_5
solitarnesque,CTighfield,0.0,community_5
solitarnesque,BrumLabour,0.0,community_5
solitarnesque,BHamlets,0.0,community_5
solitarnesque,AnisaMorridadi,0.0,community_5
solitarnesque,AlumRockCF,0.0,community_5
solitarnesque,1000Kryptonite,0.0,community_5
afroelland29,Keir_Starmer,0.03896103896103896,community_5
afroelland29,1mmortalSpartan,0.01948051948051948,community_5
afroelland29,TwistedMissii,0.006493506493506494,community_5
afroelland29,Peterhardwick17,0.006493506493506494,community_5
afroelland29,LouiseRawAuthor,0.006493506493506494,community_5
afroelland29,King4ADay_UK,0.006493506493506494,community_5
afroelland29,FascismIsHERE_,0.006493506493506494,community_5
afroelland29,DawnButlerBrent,0.006493506493506494,community_5
afroelland29,DavidLammy,0.006493506493506494,community_5
afroelland29,ClaudiaWebbe,0.006493506493506494,community_5
afroelland29,Channel4News,0.006493506493506494,community_5
afroelland29,UKLabour,0.006493506493506494,community_5
afroelland29,cnnbrk,0.006493506493506494,community_5
afroelland29,richardodurrant,0.006493506493506494,community_5
afroelland29,mwahshoes,0.006493506493506494,community_5
afroelland29,metpoliceuk,0.006493506493506494,community_5
afroelland29,jeremycorbyn,0.006493506493506494,community_5
afroelland29,frankevans074,0.006493506493506494,community_5
afroelland29,feeldalove168,0.006493506493506494,community_5
afroelland29,doloreselee,0.006493506493506494,community_5
afroelland29,ToryFibs,0.0,community_5
afroelland29,LozzaFox,0.0,community_5
afroelland29,sainsburys,0.0,community_5
ianbrig35649694,SocialM85897394,0.03896103896103896,community_5
ianbrig35649694,BBCSport,0.006493506493506494,community_5
ianbrig35649694,PrisonPlanet,0.006493506493506494,community_5
ianbrig35649694,MetPoliceEvents,0.006493506493506494,community_5
ianbrig35649694,Alrob67,0.0,community_5
ianbrig35649694,AleshaOfficial,0.0,community_5
ianbrig35649694,21WIRE,0.0,community_5
ianbrig35649694,Bella___Trixxx,0.0,community_5
ianbrig35649694,BernieSpofforth,0.0,community_5
ianbrig35649694,MSI_Images,0.0,community_5
ianbrig35649694,LewisHamilton,0.0,community_5
ianbrig35649694,LadyRebecca_1,0.0,community_5
ianbrig35649694,LFC_blano,0.0,community_5
ianbrig35649694,Keir_Starmer,0.0,community_5
ianbrig35649694,JuliaHB1,0.0,community_5
ianbrig35649694,JeremyVineOn5,0.0,community_5
ianbrig35649694,JamesDelingpole,0.0,community_5
ianbrig35649694,JakeHepple1,0.0,community_5
ianbrig35649694,ITalkcric,0.0,community_5
ianbrig35649694,IAmTommy1990,0.0,community_5
ianbrig35649694,England,0.0,community_5
ianbrig35649694,DawnButlerBrent,0.0,community_5
ianbrig35649694,DarrenPlymouth,0.0,community_5
ianbrig35649694,DVATW,0.0,community_5
ianbrig35649694,CraigRSawyer,0.0,community_5
ianbrig35649694,ClarkeMicah,0.0,community_5
ianbrig35649694,CharlesWalkerMP,0.0,community_5
ianbrig35649694,MichaelVaughan,0.0,community_5
ianbrig35649694,MickBooker,0.0,community_5
ianbrig35649694,Nanaakua1,0.0,community_5
ianbrig35649694,darrengrimes_,0.0,community_5
ianbrig35649694,ollie_ollerton,0.0,community_5
ianbrig35649694,nottspolice,0.0,community_5
ianbrig35649694,metpoliceuk,0.0,community_5
ianbrig35649694,jason_carl_fox,0.0,community_5
ianbrig35649694,georgegalloway,0.0,community_5
ianbrig35649694,dijoni,0.0,community_5
ianbrig35649694,danroan,0.0,community_5
ianbrig35649694,billingham229b,0.0,community_5
ianbrig35649694,ayeshahazarika,0.0,community_5
ianbrig35649694,antmiddleton,0.0,community_5
ianbrig35649694,ViKu1111,0.0,community_5
ianbrig35649694,UnitedfanManc,0.0,community_5
ianbrig35649694,PierreGASLY,0.0,community_5
ethiopianreal,Blklivesmatter,0.032467532467532464,community_3
ethiopianreal,ERI_HISTORY448,0.006493506493506494,community_3
sputnikint,Blklivesmatter,0.032467532467532464,community_3
yoksig,SKVL75,0.032467532467532464,community_2
yoksig,doxie53,0.032467532467532464,community_2
yoksig,margie_strike,0.025974025974025976,community_2
yoksig,SmackeyCracks,0.025974025974025976,community_2
yoksig,garym27,0.025974025974025976,community_2
yoksig,kooliegirl,0.025974025974025976,community_2
yoksig,Missin_Florida,0.025974025974025976,community_2
yoksig,vegix,0.025974025974025976,community_2
yoksig,ConnieG1025,0.025974025974025976,community_2
yoksig,irkenz,0.01948051948051948,community_2
yoksig,msvespa,0.01948051948051948,community_2
yoksig,ps9714,0.01948051948051948,community_2
yoksig,shellpartduex,0.01948051948051948,community_2
yoksig,Scott_5D,0.01948051948051948,community_2
yoksig,BlkSantaX,0.01948051948051948,community_2
yoksig,DarwunStJames,0.01948051948051948,community_2
yoksig,rajkopz,0.012987012987012988,community_2
yoksig,polarsprite,0.012987012987012988,community_2
yoksig,TCRG2012,0.012987012987012988,community_2
yoksig,WilliamFPeters2,0.012987012987012988,community_2
yoksig,Effy_Got_banned,0.012987012987012988,community_2
yoksig,RENEEWEATHERS2,0.012987012987012988,community_2
yoksig,KingRezizt,0.012987012987012988,community_2
yoksig,RitaMacMom,0.012987012987012988,community_2
yoksig,CamiLee13,0.012987012987012988,community_2
yoksig,kellabel,0.012987012987012988,community_2
yoksig,4a_of,0.012987012987012988,community_2
yoksig,kamimagic,0.012987012987012988,community_2
yoksig,lmakowski3,0.012987012987012988,community_2
yoksig,og_dbl_lo_g,0.012987012987012988,community_2
yoksig,Mebudde,0.006493506493506494,community_2
yoksig,PauleyTeeks,0.006493506493506494,community_2
yoksig,Peatches66,0.006493506493506494,community_2
yoksig,PetraMcCarron2,0.006493506493506494,community_2
yoksig,Poohintraining,0.006493506493506494,community_2
yoksig,Resist_now,0.006493506493506494,community_2
yoksig,SDDNP,0.006493506493506494,community_2
yoksig,Samiknowsbest1,0.006493506493506494,community_2
yoksig,SocialPowerOne1,0.006493506493506494,community_2
yoksig,Sonya_TN,0.006493506493506494,community_2
yoksig,MDomino07,0.006493506493506494,community_2
yoksig,INTLmischief,0.006493506493506494,community_2
yoksig,JanLuvz2laf_2,0.006493506493506494,community_2
yoksig,Just_renear,0.006493506493506494,community_2
yoksig,KLGLASS2,0.006493506493506494,community_2
yoksig,KatWoman523,0.006493506493506494,community_2
yoksig,LRPow79,0.006493506493506494,community_2
yoksig,LanceUSA70,0.006493506493506494,community_2
yoksig,SteveAnders_11,0.006493506493506494,community_2
yoksig,Texy_Liz,0.006493506493506494,community_2
yoksig,gretarasmussen,0.006493506493506494,community_2
yoksig,jamlouh,0.006493506493506494,community_2
yoksig,callkurt,0.006493506493506494,community_2
yoksig,Vic_Resist,0.006493506493506494,community_2
yoksig,Wikweko,0.006493506493506494,community_2
yoksig,Winners786,0.006493506493506494,community_2
yoksig,ann_neona,0.006493506493506494,community_2
yoksig,bamableu,0.006493506493506494,community_2
yoksig,cris_n3wy,0.006493506493506494,community_2
yoksig,devish,0.006493506493506494,community_2
yoksig,enrich1212,0.006493506493506494,community_2
yoksig,evolv67,0.006493506493506494,community_2
yoksig,HunnyHoneyHunni,0.006493506493506494,community_2
yoksig,HarperRadley,0.006493506493506494,community_2
yoksig,ATX_STRONG1,0.006493506493506494,community_2
yoksig,AceBearstrom,0.006493506493506494,community_2
yoksig,Artemis888Infin,0.006493506493506494,community_2
yoksig,Billy_Ray28,0.006493506493506494,community_2
yoksig,Black2thBone,0.006493506493506494,community_2
yoksig,Blueliberals,0.006493506493506494,community_2
yoksig,ConfedofLunches,0.006493506493506494,community_2
yoksig,Costavjw,0.006493506493506494,community_2
yoksig,DMBfangrl76,0.006493506493506494,community_2
yoksig,Danjon73,0.006493506493506494,community_2
yoksig,EnoughLiquor,0.006493506493506494,community_2
yoksig,GailKFla,0.006493506493506494,community_2
yoksig,strom_annette,0.006493506493506494,community_2
yoksig,tderosa65,0.006493506493506494,community_2
yoksig,lizmoblubuckeye,0.006493506493506494,community_2
yoksig,mfb714,0.006493506493506494,community_2
yoksig,nhojhpesoj,0.006493506493506494,community_2
yoksig,katibug817,0.006493506493506494,community_2
yoksig,karenaz_blue7,0.006493506493506494,community_2
yoksig,skewermann,0.006493506493506494,community_2
yoksig,sakithestud,0.006493506493506494,community_2
yoksig,wi_yellow,0.006493506493506494,community_2
yoksig,rodney_bee,0.0,community_2
yoksig,realCheeto1,0.0,community_2
yoksig,realTuckFrumper,0.0,community_2
yoksig,resistelle,0.0,community_2
yoksig,revlon,0.0,community_2
yoksig,riess_carol,0.0,community_2
yoksig,rjor1121,0.0,community_2
yoksig,sandy_kaw,0.0,community_2
yoksig,sdr_medco,0.0,community_2
yoksig,sherylls123,0.0,community_2
yoksig,smc429,0.0,community_2
yoksig,sspain20,0.0,community_2
yoksig,stephen_fryar,0.0,community_2
yoksig,stevenmnuchin1,0.0,community_2
yoksig,pixie_gates,0.0,community_2
yoksig,ph00ligan,0.0,community_2
yoksig,peterthiel,0.0,community_2
yoksig,pcoop125,0.0,community_2
yoksig,paul_carullo,0.0,community_2
yoksig,osricoften,0.0,community_2
yoksig,oddworld2020,0.0,community_2
yoksig,nyjets,0.0,community_2
yoksig,nothervellani,0.0,community_2
yoksig,northclarctica,0.0,community_2
yoksig,nomorefreebeer,0.0,community_2
yoksig,nnoir226,0.0,community_2
yoksig,mzceetee,0.0,community_2
yoksig,minniepeople,0.0,community_2
yoksig,mikejmartin,0.0,community_2
yoksig,michelle_spenc,0.0,community_2
yoksig,luckymummy1001,0.0,community_2
yoksig,suzieqresist,0.0,community_2
yoksig,tasherron,0.0,community_2
yoksig,tizzywoman,0.0,community_2
yoksig,tjgamble39,0.0,community_2
yoksig,wwgtablet,0.0,community_2
yoksig,whyknotmeagain2,0.0,community_2
yoksig,who_funds_trump,0.0,community_2
yoksig,waves_chrome,0.0,community_2
yoksig,waltsimsjr,0.0,community_2
yoksig,vixxjaney,0.0,community_2
yoksig,verbalese,0.0,community_2
yoksig,utfootballgirl7,0.0,community_2
yoksig,ufc,0.0,community_2
yoksig,txpts777,0.0,community_2
yoksig,turnleftonred,0.0,community_2
yoksig,trumpdictionary,0.0,community_2
yoksig,toots717,0.0,community_2
yoksig,tlwels74,0.0,community_2
yoksig,lix564_liz,0.0,community_2
yoksig,lch_jd,0.0,community_2
yoksig,knicks,0.0,community_2
yoksig,kmcsweet44,0.0,community_2
yoksig,DeneeMarie24,0.0,community_2
yoksig,CronoMage,0.0,community_2
yoksig,Cubs,0.0,community_2
yoksig,Cyndi1114,0.0,community_2
yoksig,Deb98366C,0.0,community_2
yoksig,DemCast_Vote,0.0,community_2
yoksig,DemocracyStorm,0.0,community_2
yoksig,DeuxHoney,0.0,community_2
yoksig,Elviraafterthot,0.0,community_2
yoksig,DickishClan,0.0,community_2
yoksig,Divadoll2014,0.0,community_2
yoksig,Doh_Doh_Burrd,0.0,community_2
yoksig,Doogsfx,0.0,community_2
yoksig,Duke_of_Phale,0.0,community_2
yoksig,ERemlig,0.0,community_2
yoksig,CrazyTrain88217,0.0,community_2
yoksig,ConwaySkypala,0.0,community_2
yoksig,CindyArndt8,0.0,community_2
yoksig,CindisPLace,0.0,community_2
yoksig,Chef_Plus_More,0.0,community_2
yoksig,CharlesSchwab,0.0,community_2
yoksig,CarolAikins,0.0,community_2
yoksig,CarlyJA22,0.0,community_2
yoksig,BugEyes2c,0.0,community_2
yoksig,BrendaBalazs,0.0,community_2
yoksig,BrenSumner,0.0,community_2
yoksig,BodhisattvaKat,0.0,community_2
yoksig,BigOneEagle,0.0,community_2
yoksig,BeastieLil,0.0,community_2
yoksig,BatNat007,0.0,community_2
yoksig,BagdMilkSoWhat,0.0,community_2
yoksig,Back_dafucup,0.0,community_2
yoksig,EdinaDebbie,0.0,community_2
yoksig,ErobertsC,0.0,community_2
yoksig,KatherineBastyr,0.0,community_2
yoksig,JillEFriedman,0.0,community_2
yoksig,JamesTConleyII,0.0,community_2
yoksig,JamiJm,0.0,community_2
yoksig,JaniceReardon2,0.0,community_2
yoksig,Jefiner68,0.0,community_2
yoksig,JennAnne10,0.0,community_2
yoksig,Jet1Jack,0.0,community_2
yoksig,JimJusticeWV,0.0,community_2
yoksig,EsteeLauder,0.0,community_2
yoksig,Jodie20873879,0.0,community_2
yoksig,Julius_Kim,0.0,community_2
yoksig,Juls713,0.0,community_2
yoksig,KRemainechau,0.0,community_2
yoksig,KWehsner,0.0,community_2
yoksig,KamalaJoe,0.0,community_2
yoksig,J_Mandell2021,0.0,community_2
yoksig,JWeber988,0.0,community_2
yoksig,IsadoraBright,0.0,community_2
yoksig,IrieJon,0.0,community_2
yoksig,IStandWithFists,0.0,community_2
yoksig,IDLIVA,0.0,community_2
yoksig,IAmDawnM,0.0,community_2
yoksig,HoustonRockets,0.0,community_2
yoksig,HomeDepot,0.0,community_2
yoksig,HollyJones9,0.0,community_2
yoksig,Helaine6,0.0,community_2
yoksig,GulliAz,0.0,community_2
yoksig,Ginger04764840,0.0,community_2
yoksig,Gharavet,0.0,community_2
yoksig,FlorenceGlatt,0.0,community_2
yoksig,Flabbergast2017,0.0,community_2
yoksig,FireGoddessB,0.0,community_2
yoksig,B_rad_ical_,0.0,community_2
yoksig,B_P_Vanderburg,0.0,community_2
yoksig,B52Malmet,0.0,community_2
yoksig,Arc02Noahs,0.0,community_2
yoksig,AnheuserBusch,0.0,community_2
yoksig,AndyPopeInTheW1,0.0,community_2
yoksig,Alaska_Dee,0.0,community_2
yoksig,Agnes64Stuart,0.0,community_2
yoksig,Adrienn71698972,0.0,community_2
yoksig,A_Rosie_Life,0.0,community_2
yoksig,AMQuarantine,0.0,community_2
yoksig,AMPMTALK,0.0,community_2
yoksig,4everageekgirl,0.0,community_2
yoksig,1strongrobin,0.0,community_2
yoksig,0kayte,0.0,community_2
yoksig,070yoyo1952doke,0.0,community_2
yoksig,Karin38898705,0.0,community_2
yoksig,KikiAdine,0.0,community_2
yoksig,bejaha,0.0,community_2
yoksig,annawrock,0.0,community_2
yoksig,arthaz20,0.0,community_2
yoksig,b_sullivan704,0.0,community_2
yoksig,baileys_boo1,0.0,community_2
yoksig,barngal101,0.0,community_2
yoksig,beachaholic823,0.0,community_2
yoksig,bogdanoffelaine,0.0,community_2
yoksig,dawna1957,0.0,community_2
yoksig,cardiff1961,0.0,community_2
yoksig,clairermassey,0.0,community_2
yoksig,cljmo,0.0,community_2
yoksig,cmclymer,0.0,community_2
yoksig,crzyfkinworld,0.0,community_2
yoksig,customcore7,0.0,community_2
yoksig,air_samurai,0.0,community_2
yoksig,aag_aj,0.0,community_2
yoksig,_TheAncientOne_,0.0,community_2
yoksig,Wipapa5,0.0,community_2
yoksig,WifeySpice90,0.0,community_2
yoksig,WheelsVicky,0.0,community_2
yoksig,VeronicaFrase11,0.0,community_2
yoksig,TurnLeftStopRed,0.0,community_2
yoksig,TrumpCleaning,0.0,community_2
yoksig,TrisResists,0.0,community_2
yoksig,TourOfTheFuture,0.0,community_2
yoksig,ThomsonSherin,0.0,community_2
yoksig,TheSizzleReport,0.0,community_2
yoksig,TheEyeKnowsAnd1,0.0,community_2
yoksig,TheBestSouthPaw,0.0,community_2
yoksig,TexasGal_98,0.0,community_2
yoksig,TamaraZantell,0.0,community_2
yoksig,davematt88,0.0,community_2
yoksig,deangloster,0.0,community_2
yoksig,Komal_Sonia,0.0,community_2
yoksig,jenniferkwd1,0.0,community_2
yoksig,iam_nomad,0.0,community_2
yoksig,ifudontlike2bad,0.0,community_2
yoksig,jacketrose86,0.0,community_2
yoksig,jaysinback,0.0,community_2
yoksig,jc40204,0.0,community_2
yoksig,jdcrast,0.0,community_2
yoksig,jewell35_a,0.0,community_2
yoksig,deecappy12,0.0,community_2
yoksig,julieznNV,0.0,community_2
yoksig,karel60524954,0.0,community_2
yoksig,karenallenjtri,0.0,community_2
yoksig,karmalcy,0.0,community_2
yoksig,kelehe1,0.0,community_2
yoksig,kestrel68107200,0.0,community_2
yoksig,huntedgift,0.0,community_2
yoksig,happysnarkygal2,0.0,community_2
yoksig,greybo62,0.0,community_2
yoksig,gr8fulchik,0.0,community_2
yoksig,gloriadoherty11,0.0,community_2
yoksig,gentlemindmom,0.0,community_2
yoksig,gayle5050,0.0,community_2
yoksig,fem2828,0.0,community_2
yoksig,falls_harmony,0.0,community_2
yoksig,elephantgurl24,0.0,community_2
yoksig,elder_jodi,0.0,community_2
yoksig,drodvik52,0.0,community_2
yoksig,draknok666,0.0,community_2
yoksig,dprobbob,0.0,community_2
yoksig,doghouse1987,0.0,community_2
yoksig,dk1821dk,0.0,community_2
yoksig,dindin6,0.0,community_2
yoksig,TDAmeritrade,0.0,community_2
yoksig,TARFU131,0.0,community_2
yoksig,SwiftJustice7,0.0,community_2
yoksig,MudsarJutt4,0.0,community_2
yoksig,MerryBonkers,0.0,community_2
yoksig,Michaelofantifa,0.0,community_2
yoksig,MicheleHooks,0.0,community_2
yoksig,MindyMH,0.0,community_2
yoksig,Miskers1965,0.0,community_2
yoksig,MissyRogers1,0.0,community_2
yoksig,MugsyJ22,0.0,community_2
yoksig,StillNoFuqs,0.0,community_2
yoksig,NYSE,0.0,community_2
yoksig,NadineF45095143,0.0,community_2
yoksig,NatalieHultman2,0.0,community_2
yoksig,NessieShops,0.0,community_2
yoksig,NewJeffCT,0.0,community_2
yoksig,NickJosten,0.0,community_2
yoksig,MaryFord_440hz,0.0,community_2
yoksig,Marvel,0.0,community_2
yoksig,Martinsuz,0.0,community_2
yoksig,Malibujammin,0.0,community_2
yoksig,LulaDivinia1,0.0,community_2
yoksig,LoriRosenberg20,0.0,community_2
yoksig,LocolopezNYC,0.0,community_2
yoksig,LittleHannine,0.0,community_2
yoksig,LisaSeaman8,0.0,community_2
yoksig,LifeOnTheBeach7,0.0,community_2
yoksig,Lezlie61,0.0,community_2
yoksig,LethalDose_50,0.0,community_2
yoksig,LepapillonBlu,0.0,community_2
yoksig,LendingTree,0.0,community_2
yoksig,LaurelBlu2,0.0,community_2
yoksig,LasVegasSands,0.0,community_2
yoksig,LSantorr,0.0,community_2
yoksig,NoraNanza,0.0,community_2
yoksig,NvrgvupErin,0.0,community_2
yoksig,NysaAyla,0.0,community_2
yoksig,Rosie_wearamask,0.0,community_2
yoksig,Steph_is_salty,0.0,community_2
yoksig,StefMayoPghOhio,0.0,community_2
yoksig,Spiritdance,0.0,community_2
yoksig,SlapperHarley,0.0,community_2
yoksig,Sitkovini,0.0,community_2
yoksig,Silenced777,0.0,community_2
yoksig,ShelbyKStewart,0.0,community_2
yoksig,SentientCornDog,0.0,community_2
yoksig,SenatorLoeffler,0.0,community_2
yoksig,ScreaminLiberal,0.0,community_2
yoksig,Sasha49_51,0.0,community_2
yoksig,SandyJHamilton6,0.0,community_2
yoksig,SHERYD13,0.0,community_2
yoksig,SARA2001NOOR,0.0,community_2
yoksig,Roseymelhill,0.0,community_2
yoksig,OBXJEN,0.0,community_2
yoksig,RosannaPhillip,0.0,community_2
yoksig,Rockies,0.0,community_2
yoksig,Roberta_Grimes,0.0,community_2
yoksig,Ripcord007,0.0,community_2
yoksig,RhondaTheCat,0.0,community_2
yoksig,RandallVC,0.0,community_2
yoksig,RadarResist,0.0,community_2
yoksig,RMadea247,0.0,community_2
yoksig,Patrici63169999,0.0,community_2
yoksig,PageZer0,0.0,community_2
yoksig,PPersnickety,0.0,community_2
yoksig,OtterBox,0.0,community_2
yoksig,OriginlGeekstr,0.0,community_2
yoksig,Orange86Illini,0.0,community_2
alivebeatdad79,CBSNews,0.032467532467532464,community_3
alivebeatdad79,BoKnowsNews,0.006493506493506494,community_3
alivebeatdad79,JoeBiden,0.006493506493506494,community_3
alivebeatdad79,SecPompeo,0.006493506493506494,community_3
alivebeatdad79,ReutersPolitics,0.006493506493506494,community_3
ciwatch,BritishGQ,0.032467532467532464,community_3
ciwatch,BMW_UK,0.032467532467532464,community_3
ciwatch,50cent,0.012987012987012988,community_3
ciwatch,jimmyfallon,0.006493506493506494,community_3
ciwatch,chelseahandler,0.006493506493506494,community_3
ciwatch,serenawilliams,0.0,community_3
ciwatch,proudlyblackkk,0.0,community_3
ciwatch,priyankachopra,0.0,community_3
ciwatch,10DowningStreet,0.0,community_3
ciwatch,idriselba,0.0,community_3
ciwatch,claraamfo,0.0,community_3
ciwatch,WhiteHouse,0.0,community_3
ciwatch,SkyRhiannon,0.0,community_3
ciwatch,SkyNews,0.0,community_3
ciwatch,NahabweRonah2,0.0,community_3
ciwatch,NAACP,0.0,community_3
ciwatch,KingJames,0.0,community_3
ciwatch,DanLaMontagne,0.0,community_3
ciwatch,Blklivesmatter,0.0,community_3
kiel_robinson,DavidLammy,0.032467532467532464,community_5
kiel_robinson,SadiqKhan,0.01948051948051948,community_5
kiel_robinson,NickTorfaen,0.006493506493506494,community_5
tadelkiros,Blklivesmatter,0.032467532467532464,community_3
seanykane,Cam_Watters,0.032467532467532464,community_8
seanykane,AdamMcKola,0.032467532467532464,community_8
seanykane,Lazio_Lover,0.01948051948051948,community_8
seanykane,MrStephenHowson,0.006493506493506494,community_8
seanykane,dan_dbeechy,0.006493506493506494,community_8
seanykane,yousxf_11,0.006493506493506494,community_8
udhrone257_247,Blklivesmatter,0.032467532467532464,community_3
udhrone257_247,EUatUN,0.01948051948051948,community_3
udhrone257_247,tito_mboweni,0.01948051948051948,community_3
udhrone257_247,irishmissionun,0.01948051948051948,community_3
udhrone257_247,CanadaFP,0.012987012987012988,community_3
udhrone257_247,EU_Commission,0.012987012987012988,community_3
udhrone257_247,TreasuryRSA,0.012987012987012988,community_3
udhrone257_247,vonderleyen,0.006493506493506494,community_3
udhrone257_247,smartcodess,0.006493506493506494,community_3
udhrone257_247,simoncoveney,0.006493506493506494,community_3
udhrone257_247,marsaimartin,0.006493506493506494,community_3
udhrone257_247,lindymomma,0.006493506493506494,community_3
udhrone257_247,iiea,0.006493506493506494,community_3
udhrone257_247,globalcompact,0.006493506493506494,community_3
udhrone257_247,StephenThomo,0.006493506493506494,community_3
udhrone257_247,SiobhanWalshNGO,0.006493506493506494,community_3
udhrone257_247,ResidentSponge,0.006493506493506494,community_3
udhrone257_247,PushTheFrontier,0.006493506493506494,community_3
udhrone257_247,PresFDR,0.006493506493506494,community_3
udhrone257_247,OlofBSkoog,0.006493506493506494,community_3
udhrone257_247,Neuronburg,0.006493506493506494,community_3
udhrone257_247,NBurgessDFAT,0.006493506493506494,community_3
udhrone257_247,NAACP,0.006493506493506494,community_3
udhrone257_247,JimClarken,0.006493506493506494,community_3
udhrone257_247,J_Bourtembourg,0.006493506493506494,community_3
udhrone257_247,IISD_SDGs,0.006493506493506494,community_3
udhrone257_247,HylandSonja,0.006493506493506494,community_3
udhrone257_247,HardemanHildeML,0.006493506493506494,community_3
udhrone257_247,GWR,0.006493506493506494,community_3
udhrone257_247,EamonGilmore,0.006493506493506494,community_3
udhrone257_247,DisarmamentIRL,0.006493506493506494,community_3
udhrone257_247,amnesty,0.006493506493506494,community_3
udhrone257_247,eu_eeas,0.006493506493506494,community_3
udhrone257_247,dfatirl,0.006493506493506494,community_3
udhrone257_247,coe,0.006493506493506494,community_3
udhrone257_247,aidwkr,0.006493506493506494,community_3
udhrone257_247,THISABILITYNews,0.006493506493506494,community_3
udhrone257_247,YaltaCon,0.006493506493506494,community_3
udhrone257_247,UNYouthIRL,0.006493506493506494,community_3
udhrone257_247,UNHumanRights,0.006493506493506494,community_3
udhrone257_247,TortureFree,0.006493506493506494,community_3
udhrone257_247,Thrivingwdisabl,0.006493506493506494,community_3
udhrone257_247,Teslarati,0.006493506493506494,community_3
udhrone257_247,DFAPeaceSupport,0.006493506493506494,community_3
udhrone257_247,CdeBarra,0.006493506493506494,community_3
udhrone257_247,ArgentinaUN,0.006493506493506494,community_3
udhrone257_247,AdvDali_Mpofu,0.006493506493506494,community_3
udhrone257_247,AJEnglish,0.0,community_3
udhrone257_247,storykube,0.0,community_3
udhrone257_247,AP,0.0,community_3
udhrone257_247,europeaid,0.0,community_3
udhrone257_247,anticorruption,0.0,community_3
udhrone257_247,UN_PGA,0.0,community_3
udhrone257_247,SustDev,0.0,community_3
udhrone257_247,SDGAdvocates,0.0,community_3
udhrone257_247,SDG2030,0.0,community_3
udhrone257_247,RepAdamSchiff,0.0,community_3
udhrone257_247,ProcterGamble,0.0,community_3
udhrone257_247,Oxfam,0.0,community_3
udhrone257_247,KamalaHarris,0.0,community_3
udhrone257_247,Global_Witness,0.0,community_3
udhrone257_247,GlobalGoalsUN,0.0,community_3
udhrone257_247,GlblCtzn,0.0,community_3
udhrone257_247,ForestWhitaker,0.0,community_3
unitedafrican1,hrw,0.032467532467532464,community_3
unitedafrican1,JanezLenarcic,0.01948051948051948,community_3
unitedafrican1,JosepBorrellF,0.01948051948051948,community_3
unitedafrican1,RutaGebray,0.006493506493506494,community_3
unitedafrican1,SIMON_TE,0.006493506493506494,community_3
unitedafrican1,SahleWorkZewde,0.006493506493506494,community_3
unitedafrican1,SenWarren,0.006493506493506494,community_3
unitedafrican1,Tseday,0.006493506493506494,community_3
