,username_mittente,id_mittente,username_ricevente,id_ricevente,quarter,weights
55,realamadioha,1207058116803727361,beri_fonteh,1328688072469467137,4,0.3333333333333333
56,realamadioha,1207058116803727361,HelenASiri2,824482476894617600,4,0.3333333333333333
57,realamadioha,1207058116803727361,MenchumFalls,1330893033307561986,4,0.3333333333333333
58,gabiigraneiro,1337092826576924672,realDonaldTrump,25073877,4,0.3333333333333333
59,menchumfalls,1330893033307561986,AbcAmbaTV,1092116011539709952,4,0.3333333333333333
60,cnkamngo,1000744188592513030,antonioguterres,811229675758505984,4,0.3333333333333333
61,meklittn,1326545247971598336,martinplaut,174174847,4,0.3333333333333333
62,menchumfalls,1330893033307561986,EleAnwi,828680707753000960,4,0.3333333333333333
63,cnkamngo,1000744188592513030,vicky_824,829528688257597440,4,0.30158730158730157
64,menchumfalls,1330893033307561986,vicky_824,829528688257597440,4,0.30158730158730157
65,cnkamngo,1000744188592513030,PR_Paul_BIYA,301026859,4,0.30158730158730157
66,menchumfalls,1330893033307561986,beri_fonteh,1328688072469467137,4,0.30158730158730157
67,menchumfalls,1330893033307561986,NjobehPatrick,909691604482625536,4,0.30158730158730157
68,pearsondavis3,1331335714206855168,Sophie_Wilmes,516626068,4,0.30158730158730157
69,menchumfalls,1330893033307561986,AmbaPikin,906308915985600514,4,0.30158730158730157
70,menchumfalls,1330893033307561986,SecBlinken,1350150750966603777,4,0.30158730158730157
71,menchumfalls,1330893033307561986,scbc_tv,863703891652882433,4,0.30158730158730157
72,menchumfalls,1330893033307561986,sccopinfo,1001939476476817409,4,0.30158730158730157
73,jenniferclmn,2218000892,POTUS,1349149096909668363,4,0.30158730158730157
74,realamadioha,1207058116803727361,TheDryhtscipe,843647906389409797,4,0.30158730158730157
75,menchumfalls,1330893033307561986,ConceptsBd,1327933494564155395,4,0.30158730158730157
76,stephen_manion,979634640,tates5a,598973191,4,0.30158730158730157
77,menchumfalls,1330893033307561986,ivokuka,523857585,4,0.30158730158730157
78,vampirebangtan,1265708366048964614,jiminsruby,962144287172554752,4,0.30158730158730157
79,meklittn,1326545247971598336,FlGidena,1323944705349111809,4,0.2698412698412698
80,menchumfalls,1330893033307561986,patiencembuh,1001413151252983808,4,0.2698412698412698
81,menchumfalls,1330893033307561986,mezamman,915193046303694848,4,0.2698412698412698
82,blakandblack,225779417,age_no_barrier,1157088899115544576,4,0.2698412698412698
83,_ratioed_rebel,1342766691424628737,LFC,19583545,4,0.2698412698412698
84,menchumfalls,1330893033307561986,PatrickNjwoman,821707215472099328,4,0.2698412698412698
85,safikhanmagical,1177579542573137921,lrozen,47455112,4,0.2698412698412698
86,cnkamngo,1000744188592513030,ChrisCoons,15324851,4,0.2698412698412698
87,blakandblack,225779417,LadyPoop2,826332877457481728,4,0.2698412698412698
88,blakandblack,225779417,lynlinking,55113432,4,0.2698412698412698
89,blakandblack,225779417,WgarNews,2908699057,4,0.2698412698412698
90,menchumfalls,1330893033307561986,Sebastien_Nadot,1524756601,4,0.2698412698412698
91,meklittn,1326545247971598336,AbiyAhmedAli,1168167671151628290,4,0.2698412698412698
92,joseph2482f,3158156152,thehill,1917731,4,0.2698412698412698
93,menchumfalls,1330893033307561986,Anonymous_Latin,1254490067361501186,4,0.2698412698412698
94,meklittn,1326545247971598336,antonioguterres,811229675758505984,4,0.23809523809523808
95,jenniferclmn,2218000892,abbydphillip,126722715,4,0.23809523809523808
96,blmkills,1298510461181124608,Blklivesmatter,1604931252,4,0.23809523809523808
97,blakandblack,225779417,Loud_Lass,2920030904,4,0.23809523809523808
98,realamadioha,1207058116803727361,anonbarbby,1392168222758158340,4,0.23809523809523808
99,stephen_manion,979634640,OurRevTexas,857325112571375617,4,0.23809523809523808
100,beharmaurice,1344511603505557504,insaurraldeh,889991017,4,0.23809523809523808
101,menchumfalls,1330893033307561986,StateDept,9624742,4,0.23809523809523808
102,menchumfalls,1330893033307561986,UN,14159148,4,0.23809523809523808
103,blakandblack,225779417,CapesJoy,761924811635331072,4,0.23809523809523808
104,meklittn,1326545247971598336,JosepBorrellF,1003895325025865730,4,0.23809523809523808
105,realamadioha,1207058116803727361,Technotna,992358553,4,0.23809523809523808
106,blakandblack,225779417,3wombats,243882040,4,0.23809523809523808
107,cnkamngo,1000744188592513030,SenatorRisch,1096059529,4,0.23809523809523808
108,menchumfalls,1330893033307561986,JoeBiden,939091,4,0.23809523809523808
109,blakandblack,225779417,xskinn,345275528,4,0.23809523809523808
110,cnkamngo,1000744188592513030,hrw,14700316,4,0.23809523809523808
111,blakandblack,225779417,lynettejoyme,628301915,4,0.23809523809523808
112,ayrinweloveyou,1296522988838363137,TIME,14293310,4,0.23809523809523808
113,info4u2know,47725408,realDonaldTrump,25073877,4,0.23809523809523808
114,blakandblack,225779417,rjstrikers,55819705,4,0.23809523809523808
115,blakandblack,225779417,WhteRbbnAdvocat,822060714080636931,4,0.23809523809523808
116,jenniferclmn,2218000892,NewDay,1375289149,4,0.23809523809523808
117,beharmaurice,1344511603505557504,VibuMarina_2,1269817690014744581,4,0.20634920634920634
118,blakandblack,225779417,rationalbitch,1445053273,4,0.20634920634920634
119,navy30vet,1226646093087285249,nahmias,22447078,4,0.20634920634920634
120,ayrinweloveyou,1296522988838363137,NBCNews,14173315,4,0.20634920634920634
121,realamadioha,1207058116803727361,DaPeaple,713638171116978176,4,0.20634920634920634
122,blakandblack,225779417,prudinx,613264547,4,0.20634920634920634
123,safikhanmagical,1177579542573137921,diaahadid,14933370,4,0.20634920634920634
124,meklittn,1326545247971598336,UNOCHA,21303235,4,0.20634920634920634
125,realamadioha,1207058116803727361,Secominfo,937298996783124480,4,0.20634920634920634
126,ayrinweloveyou,1296522988838363137,playboicarti,101263750,4,0.20634920634920634
127,safikhanmagical,1177579542573137921,TheAmandaGorman,2569743630,4,0.20634920634920634
128,menchumfalls,1330893033307561986,YourMarkLubbers,877227753325645824,4,0.20634920634920634
129,menchumfalls,1330893033307561986,_AfricanUnion,145935897,4,0.20634920634920634
130,beharmaurice,1344511603505557504,SSscoop475,2309294342,4,0.20634920634920634
131,ayrinweloveyou,1296522988838363137,XXL,14629315,4,0.20634920634920634
132,sarapik4,1329167790809485312,mfaethiopia,1221534859,4,0.20634920634920634
133,ayrinweloveyou,1296522988838363137,dixiedamelio,819543872883884032,4,0.20634920634920634
134,thehousetrapper,825410860671569920,revolttv,16259251,4,0.20634920634920634
135,ayrinweloveyou,1296522988838363137,nowthisnews,701725963,4,0.20634920634920634
136,cnkamngo,1000744188592513030,EmilyThornberry,164226176,4,0.20634920634920634
137,blakandblack,225779417,JennyPineapple2,822234835573821440,4,0.20634920634920634
138,jenniferclmn,2218000892,HouseDemocrats,43963249,4,0.20634920634920634
139,meklittn,1326545247971598336,ABlinken,635716830,4,0.20634920634920634
140,mady262,137090588,UoPeople,38130326,4,0.20634920634920634
141,pearsondavis3,1331335714206855168,BelgiumMFA,380824639,4,0.1746031746031746
142,realamadioha,1207058116803727361,tom_gloves,894112589227184128,4,0.1746031746031746
143,realamadioha,1207058116803727361,bowleven_plc,810844839453589504,4,0.1746031746031746
144,realamadioha,1207058116803727361,vicky_824,829528688257597440,4,0.1746031746031746
145,meklittn,1326545247971598336,WorldBank,27860681,4,0.1746031746031746
146,navy30vet,1226646093087285249,awinston,16213116,4,0.1746031746031746
147,djblackzitoun,1166582221039386626,ManishP60508798,1198237437216133121,4,0.1746031746031746
148,meklittn,1326545247971598336,tigistAA,1345134451,4,0.1746031746031746
149,realamadioha,1207058116803727361,YourAnonCentral,373157754,4,0.1746031746031746
150,realamadioha,1207058116803727361,dbahtila,824625626397171713,4,0.1746031746031746
151,recalldurken,1268522255199301632,Blklivesmatter,1604931252,4,0.1746031746031746
152,realamadioha,1207058116803727361,scbc_tv,863703891652882433,4,0.1746031746031746
153,realamadioha,1207058116803727361,ivokuka,523857585,4,0.1746031746031746
154,djblackzitoun,1166582221039386626,SergioA60798547,503764605,4,0.1746031746031746
155,menchumfalls,1330893033307561986,AnonNewsUS,2521489519,4,0.1746031746031746
156,realamadioha,1207058116803727361,sccopinfo,1001939476476817409,4,0.1746031746031746
157,navy30vet,1226646093087285249,jangelooff,263332399,4,0.1746031746031746
158,realamadioha,1207058116803727361,mezamman,915193046303694848,4,0.1746031746031746
159,realamadioha,1207058116803727361,patiencembuh,1001413151252983808,4,0.1746031746031746
160,menchumfalls,1330893033307561986,hrw,14700316,4,0.1746031746031746
161,safikhanmagical,1177579542573137921,VP,803694179079458816,4,0.1746031746031746
162,jenniferclmn,2218000892,CNN,759251,4,0.1746031746031746
163,loujkruger,1267526150684893189,KLoeffler,29495695,4,0.1746031746031746
164,missionaryblmm,753187516887527424,Pontifex,500704345,4,0.1746031746031746
165,ayrinweloveyou,1296522988838363137,NBA,19923144,4,0.1746031746031746
166,realamadioha,1207058116803727361,EleAnwi,828680707753000960,4,0.1746031746031746
167,blakandblack,225779417,twtrrr,47353721,4,0.1746031746031746
168,realamadioha,1207058116803727361,ConceptsBd,1327933494564155395,4,0.1746031746031746
169,realamadioha,1207058116803727361,CameroonPm237,1029010869613674496,4,0.1746031746031746
170,jenniferclmn,2218000892,Morning_Joe,254117355,4,0.1746031746031746
171,realamadioha,1207058116803727361,AnonNewsUS,2521489519,4,0.1746031746031746
172,realamadioha,1207058116803727361,AmbaPikin,906308915985600514,4,0.1746031746031746
173,blakandblack,225779417,geoffrey_payne,983508625,4,0.1746031746031746
174,realamadioha,1207058116803727361,AbcAmbaTV,1092116011539709952,4,0.1746031746031746
175,beharmaurice,1344511603505557504,SueliRizzi3,1305891505027133442,4,0.1746031746031746
176,realamadioha,1207058116803727361,JamesDuddridge,124170781,4,0.1746031746031746
177,mejust98492191,540993697,KLoeffler,29495695,4,0.1746031746031746
178,awet_gr,564011506,UN,14159148,4,0.1746031746031746
179,mejust98492191,540993697,realDonaldTrump,25073877,4,0.1746031746031746
180,poppet140,350422712,HollywoodDGirl,120303167,4,0.1746031746031746
181,poppet140,350422712,Teyamade,1033615909217349638,4,0.1746031746031746
182,jenniferclmn,2218000892,wolfblitzer,71294756,4,0.1746031746031746
183,cnkamngo,1000744188592513030,AsstSecStateAF,238197721,4,0.1746031746031746
184,blakandblack,225779417,RobRobbEdwards,956494460166184966,4,0.1746031746031746
185,blakandblack,225779417,RBJRON,1601937732,4,0.1746031746031746
186,mejust98492191,540993697,Perduesenate,1397501864,4,0.1746031746031746
187,menchumfalls,1330893033307561986,HelenASiri2,824482476894617600,4,0.1746031746031746
188,menchumfalls,1330893033307561986,minivanvayaa,1276175674357608455,4,0.1746031746031746
189,realamadioha,1207058116803727361,Mirabellentoh,1000858172998017025,4,0.1746031746031746
190,menchumfalls,1330893033307561986,POTUS,1349149096909668363,4,0.1746031746031746
191,menchumfalls,1330893033307561986,KamalaHarris,30354991,4,0.1746031746031746
192,realamadioha,1207058116803727361,NjobehPatrick,909691604482625536,4,0.1746031746031746
193,menchumfalls,1330893033307561986,Mirabellentoh,1000858172998017025,4,0.1746031746031746
194,realamadioha,1207058116803727361,NewAgeLtd,4112126440,4,0.1746031746031746
195,realamadioha,1207058116803727361,PR_Paul_BIYA,301026859,4,0.1746031746031746
196,menchumfalls,1330893033307561986,LindaT_G,737402868076969984,4,0.1746031746031746
197,realamadioha,1207058116803727361,Michel61B,980088572735827969,4,0.1746031746031746
198,realamadioha,1207058116803727361,PatrickNjwoman,821707215472099328,4,0.1746031746031746
199,menchumfalls,1330893033307561986,RISEUP4R0JAVA,1122471546814181376,4,0.1746031746031746
200,menchumfalls,1330893033307561986,Technotna,992358553,4,0.1746031746031746
201,beharmaurice,1344511603505557504,tripletsfan19,75314847,4,0.1746031746031746
202,realamadioha,1207058116803727361,RISEUP4R0JAVA,1122471546814181376,4,0.14285714285714285
203,beharmaurice,1344511603505557504,_____YO_____YO,4076387662,4,0.14285714285714285
204,beharmaurice,1344511603505557504,henrirousseau12,1045259615615819776,4,0.14285714285714285
205,realamadioha,1207058116803727361,ShonaJaguar,419903150,4,0.14285714285714285
206,vampirebangtan,1265708366048964614,TAESDAYA,1308834279275732992,4,0.14285714285714285
207,realamadioha,1207058116803727361,Pauligwe15,893056741381951492,4,0.14285714285714285
208,ayrinweloveyou,1296522988838363137,ReignOfApril,119972954,4,0.14285714285714285
209,iarticle25,1254260392110497795,charliekirk11,292929271,4,0.14285714285714285
210,do_kinder,1254403386507698176,500womensci,800459756292882432,4,0.14285714285714285
211,ucantkeepablkm1,1223384444633067521,TheView,21258337,4,0.14285714285714285
212,twiggyoh,29738565,jaketapper,14529929,4,0.14285714285714285
213,ayrinweloveyou,1296522988838363137,IGGYAZALEA,153694176,4,0.14285714285714285
214,do_kinder,1254403386507698176,STEMWomen,2313699698,4,0.14285714285714285
215,arimek29,1346606697549340679,dylanobrien,281766200,4,0.14285714285714285
216,beharmaurice,1344511603505557504,YNHallak,49794620,4,0.14285714285714285
217,realamadioha,1207058116803727361,andytiernan,417796506,4,0.14285714285714285
218,realamadioha,1207058116803727361,albert_ndze,2199290550,4,0.14285714285714285
219,realamadioha,1207058116803727361,RosaMpl1,1262845510332940289,4,0.14285714285714285
220,beharmaurice,1344511603505557504,WALLI27,378913654,4,0.14285714285714285
221,realamadioha,1207058116803727361,HarmonyPartyUK,1249811654793183232,4,0.14285714285714285
222,realamadioha,1207058116803727361,Adjani_OkpuEgbe,178917697,4,0.14285714285714285
223,realamadioha,1207058116803727361,AbdulKarimaliSC,1229318321671151616,4,0.14285714285714285
224,whok95,846074965132640256,opry,19772559,4,0.14285714285714285
225,realamadioha,1207058116803727361,labour,6751502,4,0.14285714285714285
226,do_kinder,1254403386507698176,DrUmeshPrabhu,489371892,4,0.14285714285714285
227,realamadioha,1207058116803727361,minivanvayaa,1276175674357608455,4,0.14285714285714285
228,realamadioha,1207058116803727361,celtjules66,857187994536693760,4,0.14285714285714285
229,ayrinweloveyou,1296522988838363137,Suns,18481113,4,0.14285714285714285
230,beharmaurice,1344511603505557504,r95731,1498384819,4,0.14285714285714285
231,realamadioha,1207058116803727361,prestonlewis77,926586493644128256,4,0.14285714285714285
232,realamadioha,1207058116803727361,LFumyen,1083304377002135552,4,0.14285714285714285
233,gagopkemp,1197270721401163776,charliekirk11,292929271,4,0.14285714285714285
234,realamadioha,1207058116803727361,scinga2017,825870573041483785,4,0.14285714285714285
235,meklittn,1326545247971598336,EU_Commission,157981564,4,0.14285714285714285
236,realamadioha,1207058116803727361,WestCameroons,821806139172122627,4,0.14285714285714285
237,realamadioha,1207058116803727361,Aloyzio22,824492514014924800,4,0.14285714285714285
238,beharmaurice,1344511603505557504,SergioA60798547,503764605,4,0.14285714285714285
239,beharmaurice,1344511603505557504,Baloch_786_,1093486387934957569,4,0.14285714285714285
240,realamadioha,1207058116803727361,AllenEnei,1083287340179750912,4,0.14285714285714285
241,realamadioha,1207058116803727361,AlfredNaike,934503492034682882,4,0.14285714285714285
242,recalldurken,1268522255199301632,FoxNews,1367531,4,0.14285714285714285
243,meklittn,1326545247971598336,UNHumanRights,69231187,4,0.14285714285714285
244,realamadioha,1207058116803727361,AgborEbai2,1203779203298140161,4,0.14285714285714285
245,redberetsm4all,945012234215755776,DrDooleyMD,2917736960,4,0.14285714285714285
246,realamadioha,1207058116803727361,AfoAkwen,982711851401261056,4,0.14285714285714285
247,meklittn,1326545247971598336,VP,803694179079458816,4,0.14285714285714285
248,beharmaurice,1344511603505557504,lumpie125,3050848246,4,0.14285714285714285
249,braincures,831903566088507393,GoogleExpertUK,42034114,4,0.14285714285714285
250,blakandblack,225779417,anne_clothier,768362756353339392,4,0.14285714285714285
251,dcfairbank,55679493,AOC,138203134,4,0.14285714285714285
252,olive66441301,1351354018317164544,JosephSenyonjo3,1349221793706422277,4,0.14285714285714285
253,ayrinweloveyou,1296522988838363137,CNNPolitics,13850422,4,0.14285714285714285
254,safikhanmagical,1177579542573137921,narendramodi,18839785,4,0.14285714285714285
255,netfire4,2460328410,chesaboudin,1085287845588336646,4,0.14285714285714285
256,ayrinweloveyou,1296522988838363137,Complex,13049362,4,0.14285714285714285
257,navy30vet,1226646093087285249,macfathom,19469743,4,0.14285714285714285
258,safikhanmagical,1177579542573137921,nytimes,807095,4,0.14285714285714285
259,madmilker,15692273,TheView,21258337,4,0.14285714285714285
260,netfire4,2460328410,shamannwalton,583542726,4,0.14285714285714285
261,madmilker,15692273,TexasTribune,44513878,4,0.14285714285714285
262,dcfairbank,55679493,JamaalBowmanNY,1138076821533155328,4,0.14285714285714285
263,blakandblack,225779417,L_DeWeaver,15248759,4,0.14285714285714285
264,madmilker,15692273,PBS,12133382,4,0.14285714285714285
265,madmilker,15692273,NPR,5392522,4,0.14285714285714285
266,jenniferclmn,2218000892,SenateDems,73238146,4,0.14285714285714285
267,armada_jasonv,268975076,katibug817,1129683662,4,0.14285714285714285
268,menchumfalls,1330893033307561986,EmilyThornberry,164226176,4,0.14285714285714285
269,jean46055280,1302667218480758784,jetcitystar,209492408,4,0.14285714285714285
270,madmilker,15692273,HoustonChron,8940342,4,0.14285714285714285
271,menchumfalls,1330893033307561986,KarimKhanQC,2715814757,4,0.14285714285714285
272,trumpmurderer,1158393958504026112,charliekirk11,292929271,4,0.14285714285714285
273,madmilker,15692273,GovAbbott,19291441,4,0.14285714285714285
274,safikhanmagical,1177579542573137921,KarnikaKohli,219743084,4,0.14285714285714285
275,jenniferclmn,2218000892,MSNBC,2836421,4,0.14285714285714285
276,madmilker,15692273,FBISanAntonio,351899084,4,0.14285714285714285
277,menchumfalls,1330893033307561986,RepKarenBass,239949176,4,0.14285714285714285
278,madmilker,15692273,statesman,5692542,4,0.14285714285714285
279,madmilker,15692273,worstaccountev1,1099744946242945024,4,0.14285714285714285
280,madmilker,15692273,netflix,16573941,4,0.14285714285714285
281,jenniferclmn,2218000892,DNC,722793491059769344,4,0.14285714285714285
282,menchumfalls,1330893033307561986,CoalitionFDN,1183193812446928896,4,0.14285714285714285
283,madmilker,15692273,nbcsnl,28221296,4,0.14285714285714285
284,madmilker,15692273,jimmykimmel,26053643,4,0.14285714285714285
285,sue71271517,994709154387431424,FOX9,9229732,4,0.14285714285714285
286,ayrinweloveyou,1296522988838363137,washingtonpost,2467791,4,0.14285714285714285
287,ayrinweloveyou,1296522988838363137,BlakeGray,3274741974,4,0.14285714285714285
288,madmilker,15692273,comcast,89587925,4,0.14285714285714285
289,blakandblack,225779417,Kosmic_Quokka,4045924334,4,0.14285714285714285
290,blakandblack,225779417,virgotweet,116889724,4,0.14285714285714285
291,menchumfalls,1330893033307561986,USUN,249677516,4,0.14285714285714285
292,madmilker,15692273,WhiteHouse,1323730225067339784,4,0.14285714285714285
293,madmilker,15692273,WaltDisneyCo,398282459,4,0.14285714285714285
294,ayrinweloveyou,1296522988838363137,cnni,2097571,4,0.14285714285714285
295,stephen_manion,979634640,gatewaypundit,19211550,4,0.14285714285714285
296,madmilker,15692273,Verizon,59889953,4,0.14285714285714285
297,ayrinweloveyou,1296522988838363137,chloexhalle,189362860,4,0.14285714285714285
298,oversaltpretzel,1344729498986684416,FOX29philly,14787713,4,0.14285714285714285
299,ayrinweloveyou,1296522988838363137,chartdata,744260935527735296,4,0.14285714285714285
300,blakandblack,225779417,Watershedd,41579175,4,0.14285714285714285
301,jenniferclmn,2218000892,EdMarkey,1129029661,4,0.14285714285714285
302,djblackzitoun,1166582221039386626,PetalsTm,872892583814483968,4,0.14285714285714285
303,josephsenyonjo3,1349221793706422277,HEBobiwine,1573440108,4,0.14285714285714285
304,toenailurface,110909149,WWE,7517222,4,0.14285714285714285
305,madmilker,15692273,Blklivesmatter,1604931252,4,0.14285714285714285
306,madmilker,15692273,FBI,17629860,4,0.14285714285714285
307,madmilker,15692273,DavidMuir,56223278,4,0.14285714285714285
308,madmilker,15692273,FBIElPaso,351060477,4,0.14285714285714285
309,toenailurface,110909149,JaxsonRykerWWE,46948045,4,0.14285714285714285
310,madmilker,15692273,CNN,759251,4,0.14285714285714285
311,madmilker,15692273,FBIDallas,351133597,4,0.14285714285714285
312,jenniferclmn,2218000892,WhipClyburn,188019606,4,0.14285714285714285
313,madmilker,15692273,FBIHouston,351049789,4,0.14285714285714285
314,toenailurface,110909149,IAmEliasWWE,176583333,4,0.14285714285714285
315,madmilker,15692273,ATT,14620190,4,0.14285714285714285
316,madmilker,15692273,AmericaFirstOrg,1184844128108056576,4,0.14285714285714285
317,northknife,773280774556684288,kickitout,29533398,4,0.14285714285714285
318,menchumfalls,1330893033307561986,AJEnglish,4970411,4,0.14285714285714285
319,beharmaurice,1344511603505557504,TwiterHero,28427441,4,0.1111111111111111
320,hewettesfay,2881583474,AlemtsehaySM,1315931195184644097,4,0.1111111111111111
321,hewettesfay,2881583474,1_filsan,1071816150462459907,4,0.1111111111111111
322,do_kinder,1254403386507698176,charter4values,888027091,4,0.1111111111111111
323,realamadioha,1207058116803727361,EmilyThornberry,164226176,4,0.1111111111111111
324,do_kinder,1254403386507698176,bmj_latest,16949344,4,0.1111111111111111
325,hewettesfay,2881583474,dr_zelalem,1160981846127235072,4,0.1111111111111111
326,do_kinder,1254403386507698176,bmckinney5678,703045469736316929,4,0.1111111111111111
327,beharmaurice,1344511603505557504,ranasilvia63,2750799059,4,0.1111111111111111
328,blakandblack,225779417,RockLenna,1354257991415914498,4,0.1111111111111111
329,safikhanmagical,1177579542573137921,HillaryClinton,1339835893,4,0.1111111111111111
330,realamadioha,1207058116803727361,FRauCameroun,927458161568690177,4,0.1111111111111111
331,do_kinder,1254403386507698176,ayshakhoury,364376567,4,0.1111111111111111
332,beharmaurice,1344511603505557504,sitaravirgo,2197434396,4,0.1111111111111111
333,do_kinder,1254403386507698176,arghavan_salles,769276958542737408,4,0.1111111111111111
334,do_kinder,1254403386507698176,ana_safavi,963846465239044097,4,0.1111111111111111
335,ayrinweloveyou,1296522988838363137,AppleMusic,74580436,4,0.1111111111111111
336,do_kinder,1254403386507698176,academicvoices,1236199760299585536,4,0.1111111111111111
337,ayemiemr,1872129194,CBSNews,15012486,4,0.1111111111111111
338,blakandblack,225779417,On_Da_Ball3,1275949387550584832,4,0.1111111111111111
339,vijaymuley10,1239394014647832586,TheQuint,2982269822,4,0.1111111111111111
340,safikhanmagical,1177579542573137921,Yoshita_Singh,160983477,4,0.1111111111111111
341,blakandblack,225779417,paulinehollywoo,1396733065,4,0.1111111111111111
342,do_kinder,1254403386507698176,civilrightsorg,58503762,4,0.1111111111111111
343,blakandblack,225779417,libliars,983712571,4,0.1111111111111111
344,hewettesfay,2881583474,lia_tadesse,2834781023,4,0.1111111111111111
345,beharmaurice,1344511603505557504,luisalarosa,177620521,4,0.1111111111111111
346,ayrinweloveyou,1296522988838363137,PontiacMadeDDG,419754738,4,0.1111111111111111
347,hewettesfay,2881583474,dereje_dugumaMD,601635783,4,0.1111111111111111
348,hewettesfay,2881583474,SeharlaA,1244302435876823041,4,0.1111111111111111
349,beharmaurice,1344511603505557504,elsufuen,176470432,4,0.1111111111111111
350,beharmaurice,1344511603505557504,carmenf07722705,1418688547,4,0.1111111111111111
351,blakandblack,225779417,kateju9,1176059647301574659,4,0.1111111111111111
352,hewettesfay,2881583474,FitsumAdela,3065756625,4,0.1111111111111111
353,hewettesfay,2881583474,FMoHealth,1178630227,4,0.1111111111111111
